Produto;Código;Fabricante;Família;Saldo em Qtde; ;Situação;NCM;Classe de Tributação
TEK BOND SPRAY USO GERAL AZUL ESCURO - 350ML;001888;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY USO GERAL GELO - 350ML;001890;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY USO GERAL PRIMER FUNDO - 350ML;001883;;;0;UN;Ativo;32082020;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY VERMELHO - 350 ML;001487;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY VERNIZ BRILHANTE - 350 ML;001488;;;0;UN;Ativo;32082020;NÃO TRIBUTADO (CSOSN 400)
TEKBOND COLA INSTANTANEA 2GR;001941;;;0;UN;Ativo;35061090;TRIBUTADO (CSOSN 102)
TEKBOND FITA ANTIDERRAP 50X5M TRANSP;001044;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
THOMPSON ABRACADEIRA NYLON PRETA UNIDADE;001942;;;0;UN;Ativo;39269090;TRIBUTADO (CSOSN 102)
TIGRE CABO P/ ROLO 1301/23;000356;;;0;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
TIGRE ESPATULA CABO MADEIRA ACO INOX 3,5CM 2153-1;002666;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
TIGRE ESPATULA CABO MADEIRA ACO INOX 7,6CM 2153-3;002665;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
TIGRE EXTENSOR 1307 2M PC 18.50.042;002636;;;0;UN;Ativo;73269090;
TIGRE EXTENSOR 1308 1,8M TELESCOPICO ALUMINIO PC 18.50.A41;002638;;;0;UN;Ativo;76169900;
TIGRE EXTENSOR 1308 2,7M ALUMINIO PC 18.50.044;002639;;;0;UN;Ativo;76169900;
TIGRE EXTENSOR 1308 5M ALUMINIO 18.50.046;002640;;;0;UN;Ativo;76169900;
TIGRE KIT 1576 ANTI-RESPINGO PC 18.50.592;002641;;;0;UN;Ativo;96034010;
TIGRE LIXA MASSA 180;000718;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
TIGRE ROLO LA 05CM 1366 C/C P/EPOXI;000223;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
TIGRE ROLO LA 23CM 1312 SINTETICO PC 18.50.498;002623;;;0;UN;Ativo;96034010;
TIGRE ROLO TEXTURA BAIXA 1350 S/C AMARE;002710;;;0;UN;Ativo;;TRIBUTADO (CSOSN 102)
TINTAS SUPER CASA SELADORA ACR BARRICA 15 L;000003;;;0;UN;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
"""TRINCHA TIGRE 695 2"""" GRIS LATEX/ACRILICA""";002491;TIGRE;;0;UN;Ativo;96034090;
V - VERMELHO INT;002352;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CET CLASSIC BAL BR 3,6L - CANELA - CORAL;000341;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CET CLASSIC BR 0,9L - MOGNO CORAL;000344;;;0;QT;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CET DECK S B  3,6L NATURAL - CORAL;000337;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CET STAIN BALANCE AC 3,6L - CORAL;000340;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC AC 0,9L - MOGNO - CORAL;000670;;;0;QT;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC AC 3,6L - CANELA - CORAL;000672;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC AC 3,6L - IMBUIA - CORAL;000626;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC AC 3,6L - MOGNO - CORAL;000631;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC BR 0,9L - IMBUIA - CORAL;000478;;;0;QT;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL CLASSIC BR 3,6L - IMBUIA - CORAL;000630;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL STAIN  3,6L - CORAL;000622;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
VERNIZ SPARLACK CETOL STAIN BALANCE AC 0,9L - CORAL;000342;;;0;QT;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
VIAMANTA 10X4MM ROLO;000663;;;0;UN;Ativo;27150000;NÃO TRIBUTADO (CSOSN 400)
VIAPOL MASSA F.12 CEREJEIRA 0,400KG;000255;;;0;UN;Ativo;32141020;TRIBUTADO (CSOSN 102)
VIAPOL MASSA F.12 JATOBA 0,400KG;000258;;;0;UN;Ativo;32141020;TRIBUTADO (CSOSN 102)
VIAPOL VIAPLUS 1000 CX 18 KG;001295;;;0;kg;Ativo;32149000;NÃO TRIBUTADO (CSOSN 400)
VIAPOL VIAPLUS 5000 CX 18 KG;001296;;;0;kg;Ativo;32149000;NÃO TRIBUTADO (CSOSN 400)
VIAPOL VIAPLUS 7000 CX 18 KG;000664;;;0;UN;Ativo;32149000;TRIBUTADO (CSOSN 102)
ADELBRAS FITA SILVER TAPE PRATA 48 X 10 M;001884;;;-1;UN;Ativo;59061000;TRIBUTADO (CSOSN 102)
ADESIVO REFORCADO P/ LAMINACAO 800G - MAXIRUBBER ( NOVO );001289;Maxi Rubber;Utilidades;-1;QT;Ativo;35061090;TRIBUTADO (CSOSN 102)
ANJO AGUARRAS MINERAL 450 ML;001759;;;-1;UN;Ativo;27101230;TRIBUTADO (CSOSN 102)
ANJO DILUENTE P/ VERNIZES AMAZONIA 900 ML;001591;;;-1;UN;Ativo;27101230;TRIBUTADO (CSOSN 102)
ATLAS DISCO LIXA ABRASIVO 180 GRAO 220 AT19/220;001636;;;-1;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA ACO CROMADO 7,5CM 6255/12;001325;;;-1;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS GARFO BUCHA C/ROSCA ACO 330/23R;000274;;;-1;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS LIXA TELADA DISCO 150 GRAO 120 AT13/120;000195;;;-1;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS MASCARA DE FELTRO PFF2 C/VALVULA CARVAO AT2600;001467;;;-1;UN;Ativo;63079010;TRIBUTADO (CSOSN 102)
ATLAS PAD P/ RECORTE S/CABO AT751/70;001433;;;-1;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS PINCEL ARTISTICO CHATO PELO SUINO 915/14;001655;;;-1;UN;Ativo;96033000;TRIBUTADO (CSOSN 102)
ATLAS ROLO TEXTURA RUSTICA 23CM 1155;000146;;;-1;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS TRINCHA 315  '1.1/2';001441;;;-1;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
CORALIT SR BR PRETO 3,6L CORAL;000894;;;-1;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
DISCO DE LIXA 4.1/2 X GRAO 120 DIS-FLEX;000867;;;-1;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P100;002663;;;-1;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P180;002664;;;-1;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
FITA VEDA ROSCA 18MMX25M;001096;;;-1;UN;Ativo;39209990;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM AZUL OCEANO  18 LTS;001669;FUTURA;TINTA ACRILICA;-1;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM BRANCO 18 LT;001205;FUTURA;TINTA ACRILICA;-1;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 400;000679;;;-1;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 500;000924;;;-1;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 120;000105;;;-1;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
R - PRETO;002348;;;-1;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
SALVABRAS SALVA PINTURA 20M X 1,50M;001322;;;-1;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SUV ACR FO GESSO DRYWALL -18L;001797;Suvinil;TINTA ACRILICA;-1;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL PRETO;000360;;;-1;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRTE BRANCO 3,6 LT AGUA;000380;;;-1;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FOSCO SEMPRE LIMPO BRANCO 18L;001580;Suvinil;TINTA ACRILICA;-1;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV GESSO & DRYWALL 3,6 LT;000418;Suvinil;TINTA ACRILICA;-1;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV MASSA ACRILICA - 1,4 KG;001234;;;-1;QT;Ativo;32141020;TRIBUTADO (CSOSN 102)
SUV TOQUE SEDA BRANCO 3,6L;001783;Suvinil;TINTA ACRILICA;-1;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
TIGRE EXTENSOR 1307 2M;000365;;;-1;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
TIGRE EXTENSOR 1307 3M PC 18.50.043;002637;;;-1;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
VIAPOL MASSA F.12 BRANCA 0,400 KG;001239;;;-1;UN;Ativo;32141020;TRIBUTADO (CSOSN 102)
VIAPOL MASSA F.12 MARFIM 0,400KG;000116;;;-1;UN;Ativo;32141020;TRIBUTADO (CSOSN 102)
Z - MARROM UMBRIA;002351;;;-1;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
ANJO THINNER TH007 5L;001753;;;-2;UN;Ativo;38140090;TRIBUTADO (CSOSN 102)
ATLAS DISCO LIXA ABRASIVO 180 GRAO 150 AT19/150;001634;;;-2;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS GARFO GAIOLA C/ROSCA 400/23R;000126;;;-2;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
CORALAR ACR + DESEMPENHO BRANCO 3,6L;000982;Coral;TINTA ACRILICA;-2;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P40;002661;;;-2;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P60;002662;;;-2;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE FERRO 120;000956;;;-2;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 100;001556;;;-2;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 150;000106;;;-2;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ROLO TEXTURA ALTA 1355 S/C AMARE;002711;;;-2;UN;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUPORTE ROLO 23CM TIGRE 1301;002496;;;-2;UN;Ativo;73269090;
SUV ESM BRANCO FOSCO 3,6 LT AGUA;001245;;;-2;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE CASTANHO 50ML;001403;Suvinil;Utilidades;-2;UN;Ativo;32064990;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE LARANJA 50ML;001404;Suvinil;Utilidades;-2;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE VERDE 50ML;001407;Suvinil;Utilidades;-2;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE FOSCO COMPLETO BRANCA 20 LTS;001383;Suvinil;TINTA ACRILICA;-2;BD;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE SEDA BRANCO 18L;001085;Suvinil;TINTA ACRILICA;-2;LA;Ativo;32091010;TRIBUTADO (CSOSN 102)
ATLAS BANDEJA P/ PINTURA PVC 2,7L 1523P;001354;;;-3;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS LIXA TELADA DISCO 150 GRAO 600 AT13/600;000096;;;-3;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
BASE T - DECORA MATE FOSCO 800M 02.23.255;000518;Coral;TINTA ACRILICA;-3;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P36;001968;;;-3;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
MASSA PLASTICA CARPLAST CINZA 400GR 16.99.006;002621;;;-3;UN;Ativo;35061090;
NORTON LIXA DE AGUA T499 1500;000247;;;-3;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE FERRO 180;000957;;;-3;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 050;001232;;;-3;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
SUV CORANTE SUVINIL LARANJA;000358;;;-3;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV RENDE & COBRE MUITO BRANCO -18 L;001584;Suvinil;TINTA ACRILICA;-3;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO DE ESPUMA 15CM 406/15A;001257;;;-4;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ITAQUA AGUARRAS 0,900 ML (NOVO);001587;;;-4;UN;Ativo;27101230;TRIBUTADO (CSOSN 102)
ITAQUA THINNER 16 05 LTS (NOVO);001315;;;-4;UN;Ativo;38140090;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 80;001088;;;-4;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
XADREZ AMARELO - 50ML ;001276;Sherwin Williams;Utilidades;-4;QT;Ativo;32099019;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1200;001971;;;-5;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE FERRO 220;000958;;;-5;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
PAPELAO ONDULADO 1.20M X 1M;000313;;;-5;UN;Ativo;48081000;NÃO TRIBUTADO (CSOSN 400)
S - BRANCO;002349;;;-5;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL VERDE;000361;;;-5;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
XADREZ  MARROM  50ML;001283;Sherwin Williams;Utilidades;-5;QT;Ativo;32099019;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 180;000916;;;-6;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE FERRO 150;000919;;;-6;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 80;000104;;;-6;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 320;000923;;;-7;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
XADREZ OCRE 50ML ;001284;Sherwin Williams;Utilidades;-7;QT;Ativo;32099019;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA MASSA 50;001222;;;-8;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 50;000103;;;-8;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ROLO ESPUMA TIGRE AMARELA 05CM C/C 1341;002501;;;-9;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
NORTON LIXA DE FERRO 80;000955;;;-10;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 180;000107;;;-10;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ITAQUA THINNER IT 37 0,900 ML ;001316;;;-12;UN;Ativo;38140090;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 220;000108;;LIXAS;-12;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ITAQUA AGUARRAS 0,900 ML;001318;;;-13;UN;Ativo;27101230;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 150;000716;;;-28;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 100;000918;Norton;Utilidades;-29;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 120;001241;;;-35;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
LONA DE PLASTICO PRETA METROS;000591;;;-41;MT;Ativo;39201099;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA MASSA 220;001223;;;-56;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 180;000717;;;-85;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
